timestamp,open,high,low,close,volume
2022-01-03 00:00:00,155.679,155.918,154.882,155.399,67811
2022-01-04 00:00:00,155.376,157.43,155.295,157.086,95669
2022-01-05 00:00:00,157.091,157.763,156.574,157.373,99501
2022-01-06 00:00:00,157.403,157.469,156.085,156.711,103008
2022-01-07 00:00:00,156.694,157.178,156.682,157.036,86335
2022-01-10 00:00:00,156.924,157.371,155.943,156.342,96618
2022-01-11 00:00:00,156.336,157.311,156.102,157.193,94276
2022-01-12 00:00:00,157.195,157.707,156.756,156.999,96788
2022-01-13 00:00:00,156.996,157.458,156.308,156.462,96197
2022-01-14 00:00:00,156.513,156.645,155.453,156.212,118576
2022-01-17 00:00:00,156.025,156.716,156.025,156.377,66128
2022-01-18 00:00:00,156.379,156.9,155.471,155.774,123140
2022-01-19 00:00:00,155.772,156.23,155.393,155.596,106223
2022-01-20 00:00:00,155.597,156.062,155.103,155.164,108760
2022-01-21 00:00:00,155.166,155.211,153.906,154.074,122552
2022-01-24 00:00:00,154.029,154.487,152.899,153.591,136159
2022-01-25 00:00:00,153.572,154.011,153.115,153.664,124398
2022-01-26 00:00:00,153.644,154.733,153.568,154.262,108359
2022-01-27 00:00:00,154.236,154.716,153.817,154.355,150827
2022-01-28 00:00:00,154.308,154.961,154.091,154.36,129559
2022-01-31 00:00:00,154.428,155.328,154.384,154.705,116217
2022-02-01 00:00:00,154.693,155.205,154.485,155.098,102086
2022-02-02 00:00:00,155.117,155.434,154.806,155.321,93367
2022-02-03 00:00:00,155.362,156.497,155.044,156.307,126120
2022-02-04 00:00:00,156.309,156.501,155.559,155.827,123340
2022-02-07 00:00:00,156.12,156.204,155.133,155.769,103472
2022-02-08 00:00:00,155.792,156.718,155.559,156.439,96573
2022-02-09 00:00:00,156.422,156.853,156.194,156.237,82152
2022-02-10 00:00:00,156.234,158.064,156.199,157.253,134060
2022-02-11 00:00:00,157.244,157.718,155.853,156.508,134604
2022-02-14 00:00:00,156.307,156.86,155.301,156.244,150023
2022-02-15 00:00:00,156.235,156.825,155.96,156.447,110951
2022-02-16 00:00:00,156.487,157.109,156.347,156.923,105931
2022-02-17 00:00:00,156.918,156.99,156.042,156.44,139090
2022-02-18 00:00:00,156.429,157.285,156.211,156.363,115737
2022-02-21 00:00:00,156.332,156.745,155.975,156.068,88120
2022-02-22 00:00:00,156.075,156.508,155.506,156.249,141598
