historical_date,rank_band,n,participation,dispersion,median_ret,frac_2sig,leader_share,global_breadth,group_class
2020-06-01 23:59:59,751-1000,250,0.0,,,0.0,,0.0,ISOLATED
2020-06-02 23:59:59,751-1000,250,0.256,0.1820462711464194,-0.029444043774105588,0.0,0.07599370936319155,0.23266666666666666,LOCAL_CLUSTER
2020-06-03 23:59:59,751-1000,250,0.584,0.2753082823188715,0.00758473313151764,0.0,0.166312871269465,0.5186666666666667,BAND_BROAD
2020-06-04 23:59:59,751-1000,250,0.556,0.1810085067751,0.003565043025495873,0.0,0.06975971944054248,0.494,BAND_BROAD
2020-06-05 23:59:59,751-1000,250,0.404,0.4620505629624508,-0.003275163029340833,0.0,0.2494590287640137,0.3293333333333333,LOCAL_CLUSTER
2020-06-06 23:59:59,751-1000,250,0.44,0.12141337327307594,0.0,0.0,0.04529482787102085,0.36866666666666664,LOCAL_CLUSTER
2020-06-07 23:59:59,751-1000,250,0.58,1.3293478694571523,0.009458547464637368,0.0,0.45333892377920354,0.4866666666666667,BAND_BROAD
2020-06-08 23:59:59,751-1000,250,0.476,0.1824071665439192,0.0,0.0,0.0971222919692974,0.432,LOCAL_CLUSTER
2020-06-09 23:59:59,751-1000,250,0.448,0.39876207443932704,0.0,0.0,0.19141176792187942,0.41333333333333333,LOCAL_CLUSTER
2020-06-10 23:59:59,751-1000,250,0.516,0.5859684157324196,0.0041878448754353315,0.0,0.263581116177808,0.476,LOCAL_CLUSTER
2020-06-11 23:59:59,751-1000,250,0.18,0.19650137453667232,-0.05121780247872143,0.0,0.06534491180555686,0.172,ISOLATED
2020-06-12 23:59:59,751-1000,250,0.624,0.6562085332622168,0.01481315404162653,0.0,0.26251405224920493,0.5446666666666666,BAND_BROAD
2020-06-13 23:59:59,751-1000,250,0.492,0.17166663595891485,0.0,0.0,0.10592197221196892,0.39666666666666667,LOCAL_CLUSTER
2020-06-14 23:59:59,751-1000,250,0.364,0.12541418671206325,-0.005432708956358057,0.0,0.05618336271382755,0.2906666666666667,LOCAL_CLUSTER
2020-06-15 23:59:59,751-1000,250,0.424,0.13397960231654132,0.0,0.0,0.06254894473661479,0.374,LOCAL_CLUSTER
2020-06-16 23:59:59,751-1000,250,0.54,0.5499426274641638,0.005535908012836099,0.0,0.17479164473098752,0.5086666666666667,LOCAL_CLUSTER
2020-06-17 23:59:59,751-1000,250,0.432,0.44406765658654024,0.0,0.0,0.13206284033878654,0.33666666666666667,LOCAL_CLUSTER
2020-06-18 23:59:59,751-1000,250,0.392,0.14983232306568725,-0.00206254319539928,0.0,0.05669484282255125,0.3433333333333333,LOCAL_CLUSTER
2020-06-19 23:59:59,751-1000,250,0.34,0.340405446587646,-0.007326680221066528,0.0,0.19883718380291587,0.3,LOCAL_CLUSTER
2020-06-20 23:59:59,751-1000,250,0.584,0.7109327739478428,0.004424264467256522,0.0,0.3795352024738846,0.4806666666666667,BAND_BROAD
2020-06-21 23:59:59,751-1000,250,0.388,0.3549548630568496,-0.0010336849858617603,0.0,0.162335424529397,0.37866666666666665,LOCAL_CLUSTER
2020-06-22 23:59:59,751-1000,250,0.636,0.21720635558396043,0.016930872425038213,0.0,0.11110908741405216,0.5726666666666667,BAND_BROAD
2020-06-23 23:59:59,751-1000,250,0.464,0.24695007967937094,0.0,0.0,0.1646742588960836,0.374,LOCAL_CLUSTER
2020-06-24 23:59:59,751-1000,250,0.192,0.07906684121784027,-0.025125820861247927,0.0,0.03985310711107298,0.22,ISOLATED
2020-06-25 23:59:59,751-1000,250,0.356,0.23283591515362942,-0.0019299361045754249,0.0,0.10733978603292006,0.316,LOCAL_CLUSTER
2020-06-26 23:59:59,751-1000,250,0.324,0.35786712550875344,-0.005060192748117587,0.0,0.24480323074583787,0.2733333333333333,LOCAL_CLUSTER
2020-06-27 23:59:59,751-1000,250,0.34,0.12715670204808502,-0.008342286544902988,0.0,0.05019561656574812,0.26666666666666666,LOCAL_CLUSTER
2020-06-28 23:59:59,751-1000,250,0.504,0.6023841404630493,0.0007527838543983645,0.0,0.21850144564063415,0.46,LOCAL_CLUSTER
2020-06-29 23:59:59,751-1000,250,0.512,0.10526391444539245,0.0012663242010020337,0.0,0.04313078647074691,0.49,LOCAL_CLUSTER
2020-06-30 23:59:59,751-1000,250,0.42,0.34687596237224877,0.0,0.0,0.21255806153159407,0.31733333333333336,LOCAL_CLUSTER
2020-07-01 23:59:59,751-1000,250,0.58,0.40704665116771616,0.007560629633874494,0.0,0.13005249846063968,0.506,BAND_BROAD
2020-07-02 23:59:59,751-1000,250,0.376,3.506177483766149,-0.002710538764129522,0.0,0.5612792708501598,0.3253333333333333,LOCAL_CLUSTER
2020-07-03 23:59:59,751-1000,250,0.348,0.29534417244806155,-0.003821806645424086,0.0,0.10089404443880753,0.31133333333333335,LOCAL_CLUSTER
2020-07-04 23:59:59,751-1000,250,0.568,0.4786261736699447,0.004629629629629539,0.0,0.2346662710858716,0.486,BAND_BROAD
2020-07-05 23:59:59,751-1000,250,0.364,0.19205237985773232,-0.0026092576575505455,0.0,0.09275355655914935,0.2966666666666667,LOCAL_CLUSTER
2020-07-06 23:59:59,751-1000,250,0.66,0.22749015071701337,0.026495202855724265,0.0,0.10680008703527012,0.586,BAND_BROAD
2020-07-07 23:59:59,751-1000,250,0.344,0.8801135846898489,-0.005125138343557434,0.0,0.2733714374075146,0.316,LOCAL_CLUSTER
2020-07-08 23:59:59,751-1000,250,0.576,0.32765090580418027,0.013023849815781752,0.0,0.12695747213343045,0.5726666666666667,BAND_BROAD
2020-07-09 23:59:59,751-1000,250,0.344,0.7791215110024196,-0.012951579706193816,0.0,0.3195223730341558,0.29533333333333334,LOCAL_CLUSTER
2020-07-10 23:59:59,751-1000,250,0.484,0.20598713457211357,0.0,0.0,0.09669781479756001,0.416,LOCAL_CLUSTER
2020-07-11 23:59:59,751-1000,250,0.44,0.7444381214949556,0.0,0.0,0.3163704591923754,0.36666666666666664,LOCAL_CLUSTER
2020-07-12 23:59:59,751-1000,250,0.496,0.2211697083493689,0.0,0.06,0.10866187864323217,0.4633333333333333,LOCAL_CLUSTER
2020-07-13 23:59:59,751-1000,250,0.384,0.15789888264028765,-0.0033744436159708346,0.088,0.035378246060547215,0.37866666666666665,LOCAL_CLUSTER
2020-07-14 23:59:59,751-1000,250,0.428,0.1669028451452902,-4.117508547052395e-05,0.056,0.05140261121692454,0.37133333333333335,LOCAL_CLUSTER
2020-07-15 23:59:59,751-1000,250,0.4,0.3031864756384426,-0.0022814754788137437,0.088,0.1800262292911761,0.3353333333333333,LOCAL_CLUSTER
2020-07-16 23:59:59,751-1000,250,0.372,0.2327058421115011,-0.005341545703646811,0.068,0.07586888538383062,0.298,LOCAL_CLUSTER
2020-07-17 23:59:59,751-1000,250,0.46,0.2591804592711516,0.0,0.08,0.12249156391356897,0.43,LOCAL_CLUSTER
2020-07-18 23:59:59,751-1000,250,0.516,0.3683978267618146,0.0003397250214660641,0.056,0.2389645090519261,0.4766666666666667,LOCAL_CLUSTER
2020-07-19 23:59:59,751-1000,250,0.504,0.2270680302456073,0.00039276274776811615,0.076,0.08592478078616812,0.47733333333333333,LOCAL_CLUSTER
2020-07-20 23:59:59,751-1000,250,0.412,0.4272082034584391,0.0,0.104,0.12785996768261787,0.33466666666666667,LOCAL_CLUSTER
2020-07-21 23:59:59,751-1000,250,0.62,0.18107896067752044,0.015298528152618784,0.1,0.049271666135065235,0.5546666666666666,BAND_BROAD
2020-07-22 23:59:59,751-1000,250,0.62,0.4749456075643434,0.01541402547224524,0.108,0.16061600576166957,0.556,BAND_BROAD
2020-07-23 23:59:59,751-1000,250,0.496,0.145293104838281,0.0,0.068,0.05021902532564424,0.4806666666666667,LOCAL_CLUSTER
2020-07-24 23:59:59,751-1000,250,0.436,0.22704158134439692,0.0,0.08,0.0928951581668884,0.38666666666666666,LOCAL_CLUSTER
2020-07-25 23:59:59,751-1000,250,0.628,0.17649441782923264,0.010075495832156611,0.072,0.06826642100949946,0.5626666666666666,BAND_BROAD
2020-07-26 23:59:59,751-1000,250,0.536,0.4866403433105937,0.006418902070935872,0.068,0.2291998763270877,0.496,LOCAL_CLUSTER
2020-07-27 23:59:59,751-1000,250,0.656,41.08711197843773,0.035399724127460064,0.144,0.956624743090465,0.5606666666666666,BAND_BROAD
2020-07-28 23:59:59,751-1000,250,0.428,0.6575054052522048,-0.0019301684005992303,0.092,0.27281153766954713,0.3486666666666667,LOCAL_CLUSTER
2020-07-29 23:59:59,751-1000,250,0.576,0.2487585148590056,0.007242292982758025,0.088,0.08743013728893931,0.516,BAND_BROAD
2020-07-30 23:59:59,751-1000,250,0.504,0.45484884987048185,0.00039050179480648595,0.112,0.15857015828587834,0.486,LOCAL_CLUSTER
