event_id,family,r_multiple,admitted_f_pct,status,historical_observed_account_impact_pct
EUR_ORIGIN_202307101100,A,-0.8568022596566067,0.7,ACCEPT_FULL,-0.5997615817596247
EUR_ORIGIN_202307111000,B,-0.4439540977867955,0.3,ACCEPT_FULL,-0.13318622933603866
EUR_ORIGIN_202307111400,B,1.2193107572917832,0.3,ACCEPT_FULL,0.36579322718753493
EUR_ORIGIN_202307121500,A,1.150224191171451,0.7,ACCEPT_FULL,0.8051569338200156
EUR_ORIGIN_202307131600,A,-0.2842639842788297,0.7,ACCEPT_FULL,-0.1989847889951808
EUR_ORIGIN_202307140500,A,1.4837976791448224,0.7,ACCEPT_FULL,1.0386583754013756
EUR_ORIGIN_202307141100,A,0.2349118582302827,0.7,ACCEPT_FULL,0.1644383007611979
EUR_ORIGIN_202307170000,B,0.1191456734232125,0.3,ACCEPT_FULL,0.035743702026963746
EUR_ORIGIN_202307171100,A,0.6472902303984307,0.7,ACCEPT_FULL,0.45310316127890143
EUR_ORIGIN_202307181100,B,-1.0069183371413228,0.3,ACCEPT_FULL,-0.30207550114239684
EUR_ORIGIN_202307190600,A,1.1970582987017302,0.7,ACCEPT_FULL,0.837940809091211
EUR_ORIGIN_202307191300,B,0.1860567823618439,0.3,ACCEPT_FULL,0.05581703470855317
EUR_ORIGIN_202307201500,B,0.6458619038514406,0.3,ACCEPT_FULL,0.19375857115543219
EUR_ORIGIN_202307210600,A,1.257938882263128,0.7,ACCEPT_FULL,0.8805572175841896
EUR_ORIGIN_202307240600,B,2.5067603559140523,0.3,ACCEPT_FULL,0.7520281067742157
EUR_ORIGIN_202307241000,B,0.3876274378532358,0.3,ACCEPT_FULL,0.11628823135597073
EUR_ORIGIN_202307262100,A,-0.761639401611665,0.7,ACCEPT_FULL,-0.5331475811281654
EUR_ORIGIN_202307270900,A,1.8231395495940967,0.7,ACCEPT_FULL,1.2761976847158676
EUR_ORIGIN_202307271100,B,-1.0448448595862103,0.3,ACCEPT_FULL,-0.3134534578758631
EUR_ORIGIN_202307271500,B,1.469367543580514,0.0,REJECT_HEAT_CAP,0.0
EUR_ORIGIN_202307272300,A,-0.0892417882407177,0.7,ACCEPT_FULL,-0.06246925176850238
EUR_ORIGIN_202307280300,B,-0.4136297421101231,0.3,ACCEPT_FULL,-0.12408892263303692
EUR_ORIGIN_202307281200,A,1.2025973256641278,0.7,ACCEPT_FULL,0.8418181279648894
EUR_ORIGIN_202307311300,B,0.3270160348517562,0.3,ACCEPT_FULL,0.09810481045552685
EUR_ORIGIN_202308021300,B,-0.1139053059072715,0.3,ACCEPT_FULL,-0.03417159177218145
EUR_ORIGIN_202308030600,B,0.7546762473218024,0.3,ACCEPT_FULL,0.2264028741965407
EUR_ORIGIN_202308081200,B,-1.3852359492073536,0.3,ACCEPT_FULL,-0.41557078476220605
EUR_ORIGIN_202308090600,A,2.335105226770516,0.7,ACCEPT_FULL,1.6345736587393611
EUR_ORIGIN_202308101100,A,2.127753228141297,0.7,ACCEPT_FULL,1.489427259698908
EUR_ORIGIN_202308102000,B,-0.2019454466619422,0.3,ACCEPT_FULL,-0.06058363399858266
EUR_ORIGIN_202308110800,B,-0.5289387888167613,0.3,ACCEPT_FULL,-0.15868163664502838
EUR_ORIGIN_202308111200,B,-1.2715764159502096,0.3,ACCEPT_FULL,-0.3814729247850629
