time,open,high,low,close,volume,spread
2015-10-11T20:00:00,136.54,136.925,136.224,136.27,97340,0
2015-10-12T20:00:00,136.261,136.587,135.997,136.295,130275,0
2015-10-13T20:00:00,136.326,136.606,136.139,136.36,146504,0
2015-10-14T20:00:00,136.356,136.729,134.789,135.341,164584,0
2015-10-15T20:00:00,135.35,135.975,134.945,135.595,122112,0
2015-10-17T20:00:00,135.584,135.65,135.476,135.489,19939,0
2015-10-18T20:00:00,135.482,135.929,135.06,135.376,127670,0
2015-10-19T20:00:00,135.361,136.214,135.252,136.01,116536,0
2015-10-20T20:00:00,136.011,136.378,135.876,135.983,123708,0
2015-10-21T20:00:00,136.002,136.059,133.747,133.954,181177,0
2015-10-22T20:00:00,133.97,134.255,133.362,133.748,169720,0
2015-10-24T20:00:00,133.683,133.813,133.593,133.668,17557,0
2015-10-25T20:00:00,133.669,133.903,133.135,133.769,138145,0
2015-10-26T20:00:00,133.775,133.775,132.721,132.911,146988,0
2015-10-27T20:00:00,132.92,133.539,131.961,132.035,176004,0
2015-10-28T20:00:00,132.081,133.06,131.581,132.996,171145,0
2015-10-29T20:00:00,132.975,133.384,132.188,132.743,202035,0
2015-10-31T20:00:00,132.866,132.972,132.804,132.815,13263,0
2015-11-01T19:00:00,132.831,133.199,132.613,133.035,137056,0
2015-11-02T19:00:00,133.073,133.108,132.532,132.721,139748,0
2015-11-03T19:00:00,132.733,132.897,131.837,132.009,168017,0
2015-11-04T19:00:00,132.02,132.714,131.852,132.432,163038,0
2015-11-05T19:00:00,132.414,132.7,131.465,132.243,149073,0
2015-11-07T19:00:00,132.328,132.341,132.173,132.173,8883,0
2015-11-08T19:00:00,132.193,133.18,132.169,132.389,150728,0
2015-11-09T19:00:00,132.41,132.776,131.615,132.146,151039,0
2015-11-10T19:00:00,132.148,132.396,131.643,132.112,138097,0
2015-11-11T19:00:00,132.13,132.744,131.469,132.488,174348,0
2015-11-12T19:00:00,132.495,132.5,131.548,131.961,148360,0
2015-11-14T19:00:00,131.391,131.478,130.632,130.862,13958,0
2015-11-15T19:00:00,130.92,132.202,130.914,131.729,142259,0
2015-11-16T19:00:00,131.725,131.764,131.187,131.37,146291,0
2015-11-17T19:00:00,131.363,131.837,131.107,131.804,133664,0
2015-11-18T19:00:00,131.791,132.264,131.42,131.818,162304,0
2015-11-19T19:00:00,131.795,131.836,130.685,130.716,124029,0
2015-11-21T19:00:00,130.719,130.788,130.68,130.758,10677,0
2015-11-22T19:00:00,130.776,131.032,130.34,130.759,143192,0
2015-11-23T19:00:00,130.761,130.766,130.185,130.382,141302,0
2015-11-24T19:00:00,130.379,130.755,129.765,130.311,155901,0
2015-11-25T19:00:00,130.312,130.34,129.88,130.061,115537,0
2015-11-26T19:00:00,130.056,130.237,129.657,130.072,107533,0
2015-11-28T19:00:00,130.079,130.105,129.945,129.986,8522,0
2015-11-29T19:00:00,129.982,130.285,129.802,130.221,122093,0
2015-11-30T19:00:00,130.21,130.798,129.747,130.595,138344,0
2015-12-01T19:00:00,130.592,130.965,130.292,130.753,149014,0
2015-12-02T19:00:00,130.756,134.489,129.876,133.892,215061,0
2015-12-03T19:00:00,133.906,134.582,133.315,133.866,191133,0
2015-12-05T19:00:00,133.905,134.11,133.889,134.04,12507,0
2015-12-06T19:00:00,134.05,134.062,133.285,133.568,123340,0
2015-12-07T19:00:00,133.579,133.99,133.472,133.889,128938,0
2015-12-08T19:00:00,133.881,134.209,133.513,134.031,170864,0
2015-12-09T19:00:00,134.026,134.066,132.763,133.218,150508,0
2015-12-10T19:00:00,133.201,133.771,132.619,132.871,162987,0
2015-12-12T19:00:00,132.987,133.013,132.479,132.738,10858,0
2015-12-13T19:00:00,132.768,133.225,132.429,133.117,188223,0
2015-12-14T19:00:00,133.076,133.519,132.692,133.028,157802,0
2015-12-15T19:00:00,133.032,133.774,132.883,133.171,185885,0
2015-12-16T19:00:00,133.182,133.244,132.584,132.761,156138,0
2015-12-17T19:00:00,132.77,133.78,131.021,131.741,189161,0
2015-12-19T19:00:00,131.584,131.92,131.572,131.836,8352,0
2015-12-20T19:00:00,131.797,132.338,131.649,132.252,137169,0
2015-12-21T19:00:00,132.264,132.787,132.087,132.499,134541,0
2015-12-22T19:00:00,132.5,132.53,131.492,131.919,100971,0
2015-12-23T19:00:00,131.917,131.994,131.582,131.772,60760,0
2015-12-24T19:00:00,131.775,131.944,131.525,131.765,6164,0
2015-12-26T19:00:00,131.601,131.868,131.601,131.827,8390,0
2015-12-27T19:00:00,131.847,132.454,131.83,132.094,95571,0
2015-12-28T19:00:00,132.087,132.343,131.348,131.674,205672,0
2015-12-29T19:00:00,131.678,131.911,131.439,131.721,88550,0
2015-12-30T19:00:00,131.715,131.761,130.363,131.251,81626,0
2016-01-02T19:00:00,130.674,130.756,130.469,130.559,8240,0
2016-01-03T19:00:00,130.576,130.639,128.666,129.301,175943,0
2016-01-04T19:00:00,129.295,129.463,127.509,128.039,152651,0
