time,open,high,low,close,volume,spread
2015-10-11T20:00:00,92.744,93.148,92.186,92.24,79536,0
2015-10-12T20:00:00,92.236,92.481,91.476,91.957,108497,0
2015-10-13T20:00:00,91.973,92.175,91.592,91.997,126809,0
2015-10-14T20:00:00,91.995,92.614,91.458,92.608,135923,0
2015-10-15T20:00:00,92.615,92.671,92.034,92.485,95288,0
2015-10-17T20:00:00,92.468,92.486,92.319,92.338,11439,0
2015-10-18T20:00:00,92.341,92.583,91.638,91.759,105729,0
2015-10-19T20:00:00,91.739,92.675,91.524,92.223,99917,0
2015-10-20T20:00:00,92.229,92.523,91.213,91.238,108860,0
2015-10-21T20:00:00,91.246,92.299,91.089,92.215,128928,0
2015-10-22T20:00:00,92.223,92.584,91.634,92.19,134566,0
2015-10-24T20:00:00,92.196,92.241,92.061,92.081,9865,0
2015-10-25T20:00:00,92.089,92.2,91.723,91.924,113983,0
2015-10-26T20:00:00,91.931,91.931,90.634,90.774,122365,0
2015-10-27T20:00:00,90.771,92.049,90.57,91.588,139810,0
2015-10-28T20:00:00,91.601,92.16,91.153,91.949,130721,0
2015-10-29T20:00:00,91.952,92.469,91.392,92.315,157132,0
2015-10-31T20:00:00,92.073,92.229,92.065,92.143,7915,0
2015-11-01T19:00:00,92.151,92.273,91.907,92.23,101719,0
2015-11-02T19:00:00,92.247,92.905,91.919,92.656,107547,0
2015-11-03T19:00:00,92.664,92.963,92.134,92.351,129436,0
2015-11-04T19:00:00,92.362,92.727,92.144,92.442,128650,0
2015-11-05T19:00:00,92.441,92.758,92.152,92.565,120187,0
2015-11-07T19:00:00,92.663,92.695,92.624,92.631,3874,0
2015-11-08T19:00:00,92.646,93.237,92.598,92.725,112164,0
2015-11-09T19:00:00,92.738,93.024,92.704,92.775,111027,0
2015-11-10T19:00:00,92.771,92.966,92.518,92.584,102107,0
2015-11-11T19:00:00,92.605,92.957,92.111,92.264,132782,0
2015-11-12T19:00:00,92.274,92.388,91.887,92.011,113125,0
2015-11-14T19:00:00,91.933,91.981,91.774,91.813,9205,0
2015-11-15T19:00:00,91.841,92.508,91.834,92.436,112049,0
2015-11-16T19:00:00,92.434,92.771,92.396,92.669,110162,0
2015-11-17T19:00:00,92.666,92.937,92.344,92.852,103507,0
2015-11-18T19:00:00,92.848,93.076,92.276,92.425,120387,0
2015-11-19T19:00:00,92.429,92.544,91.957,91.962,103682,0
2015-11-21T19:00:00,92.061,92.112,92.001,92.016,5626,0
2015-11-22T19:00:00,92.015,92.323,91.65,91.99,105286,0
2015-11-23T19:00:00,91.993,92.14,91.615,92.064,116064,0
2015-11-24T19:00:00,92.069,92.344,91.864,92.233,116222,0
2015-11-25T19:00:00,92.235,92.281,92.012,92.226,90160,0
2015-11-26T19:00:00,92.203,92.266,91.718,91.787,84230,0
2015-11-28T19:00:00,91.818,91.876,91.764,91.87,3996,0
2015-11-29T19:00:00,91.868,92.612,91.671,92.284,98213,0
2015-11-30T19:00:00,92.272,92.505,91.778,91.977,116731,0
2015-12-01T19:00:00,91.97,92.684,91.902,92.297,113285,0
2015-12-02T19:00:00,92.304,92.766,91.592,91.867,162025,0
