time,open,high,low,close,volume,spread
2015-10-11T20:00:00,0.70297,0.70958,0.70221,0.70694,51260,0
2015-10-12T20:00:00,0.7071,0.70855,0.68929,0.692,73764,0
2015-10-13T20:00:00,0.69215,0.6963,0.68938,0.69512,75268,0
2015-10-14T20:00:00,0.69516,0.6995,0.69301,0.69698,85975,0
2015-10-15T20:00:00,0.69694,0.69704,0.69031,0.69276,60409,0
2015-10-17T20:00:00,0.69135,0.69309,0.69102,0.69177,3314,0
2015-10-18T20:00:00,0.69173,0.69851,0.68992,0.69399,53378,0
2015-10-19T20:00:00,0.69379,0.69649,0.69132,0.69463,54195,0
2015-10-20T20:00:00,0.69457,0.69525,0.68722,0.69185,61161,0
2015-10-21T20:00:00,0.69185,0.70296,0.68888,0.70209,81662,0
2015-10-22T20:00:00,0.70233,0.71192,0.70174,0.70601,75297,0
2015-10-24T20:00:00,0.70588,0.70689,0.70528,0.70667,4347,0
2015-10-25T20:00:00,0.70686,0.71374,0.70646,0.71207,77647,0
2015-10-26T20:00:00,0.7123,0.71385,0.70845,0.70996,75942,0
2015-10-27T20:00:00,0.70979,0.71013,0.70012,0.70498,100872,0
2015-10-28T20:00:00,0.7051,0.70714,0.69921,0.701,85540,0
2015-10-29T20:00:00,0.70128,0.70548,0.70013,0.70445,92345,0
2015-10-31T20:00:00,0.70152,0.70409,0.70148,0.70347,4460,0
2015-11-01T19:00:00,0.70342,0.70705,0.70262,0.70641,56662,0
2015-11-02T19:00:00,0.70636,0.71345,0.70321,0.71234,69963,0
2015-11-03T19:00:00,0.7122,0.71655,0.70775,0.70858,73108,0
2015-11-04T19:00:00,0.70859,0.71457,0.70813,0.71106,71365,0
2015-11-05T19:00:00,0.71118,0.7132,0.70623,0.70803,75358,0
2015-11-07T19:00:00,0.70636,0.70776,0.70611,0.70768,2146,0
2015-11-08T19:00:00,0.7077,0.70946,0.70475,0.70718,67674,0
2015-11-09T19:00:00,0.70714,0.70938,0.70622,0.70793,72185,0
2015-11-10T19:00:00,0.70791,0.71077,0.70739,0.70919,69044,0
2015-11-11T19:00:00,0.70933,0.71941,0.70838,0.71384,100010,0
2015-11-12T19:00:00,0.71381,0.71886,0.71341,0.71646,76590,0
2015-11-14T19:00:00,0.71671,0.71732,0.71499,0.71621,5430,0
2015-11-15T19:00:00,0.71599,0.71765,0.71315,0.71591,64013,0
2015-11-16T19:00:00,0.71597,0.72371,0.71543,0.72127,75745,0
2015-11-17T19:00:00,0.72131,0.72603,0.71944,0.72506,75192,0
2015-11-18T19:00:00,0.72509,0.73168,0.72467,0.72868,82604,0
2015-11-19T19:00:00,0.72876,0.73818,0.72823,0.73689,74968,0
2015-11-21T19:00:00,0.73654,0.73738,0.73622,0.73663,2278,0
2015-11-22T19:00:00,0.73652,0.73687,0.7302,0.73174,75158,0
2015-11-23T19:00:00,0.73177,0.73953,0.73125,0.73763,77688,0
2015-11-24T19:00:00,0.73771,0.74232,0.73727,0.74109,86866,0
2015-11-25T19:00:00,0.74106,0.74187,0.73664,0.7387,71591,0
2015-11-26T19:00:00,0.73866,0.74352,0.7365,0.73988,72796,0
2015-11-28T19:00:00,0.74055,0.74093,0.73926,0.73995,2267,0
2015-11-29T19:00:00,0.73996,0.74536,0.73891,0.74405,81185,0
2015-11-30T19:00:00,0.74406,0.75397,0.74319,0.75143,95916,0
2015-12-01T19:00:00,0.75145,0.75479,0.74331,0.74369,109774,0
2015-12-02T19:00:00,0.74371,0.75212,0.72568,0.72829,130420,0
2015-12-03T19:00:00,0.72827,0.73638,0.72517,0.73129,105612,0
2015-12-05T19:00:00,0.73173,0.732,0.73073,0.73139,2160,0
2015-12-06T19:00:00,0.73123,0.73309,0.72583,0.72586,80936,0
2015-12-07T19:00:00,0.72587,0.72749,0.71373,0.71705,90374,0
2015-12-08T19:00:00,0.71699,0.71902,0.70832,0.7111,109554,0
2015-12-09T19:00:00,0.7112,0.72284,0.7109,0.7185,85050,0
2015-12-10T19:00:00,0.71829,0.7183,0.70456,0.70606,81877,0
2015-12-12T19:00:00,0.7076,0.70791,0.7046,0.70498,4076,0
2015-12-13T19:00:00,0.70502,0.71511,0.70455,0.71491,85835,0
2015-12-14T19:00:00,0.71488,0.71618,0.70868,0.71329,81886,0
2015-12-15T19:00:00,0.7133,0.7166,0.70861,0.71475,101220,0
2015-12-16T19:00:00,0.71477,0.71953,0.70565,0.70888,77459,0
2015-12-17T19:00:00,0.70893,0.71582,0.70749,0.71077,68088,0
2015-12-19T19:00:00,0.71173,0.71237,0.71004,0.711,2913,0
2015-12-20T19:00:00,0.71092,0.71459,0.70942,0.71435,54886,0
2015-12-21T19:00:00,0.71437,0.71995,0.71254,0.71415,47856,0
2015-12-22T19:00:00,0.71417,0.71824,0.71376,0.7163,47038,0
2015-12-23T19:00:00,0.71634,0.71864,0.71524,0.71604,27895,0
2015-12-24T19:00:00,0.71571,0.71924,0.71439,0.71876,2403,0
