time,open,high,low,close,volume,spread
2015-10-11T20:00:00,80.243,80.979,80.158,80.459,70374,0
2015-10-12T20:00:00,80.461,80.519,79.243,79.555,93773,0
2015-10-13T20:00:00,79.573,80.986,79.448,80.909,111630,0
2015-10-14T20:00:00,80.919,81.938,80.838,81.404,126981,0
2015-10-15T20:00:00,81.408,81.542,80.72,81.328,85838,0
2015-10-17T20:00:00,81.195,81.324,81.03,81.044,6273,0
2015-10-18T20:00:00,81.027,81.452,80.826,81.338,81821,0
2015-10-19T20:00:00,81.309,81.878,80.749,80.898,77973,0
2015-10-20T20:00:00,80.895,81.033,80.247,80.545,89298,0
2015-10-21T20:00:00,80.555,82.226,80.464,82.102,118011,0
2015-10-22T20:00:00,82.105,82.673,81.484,81.921,133257,0
2015-10-24T20:00:00,81.873,82.063,81.817,81.85,16442,0
2015-10-25T20:00:00,81.857,82.254,81.444,82.038,128335,0
2015-10-26T20:00:00,82.046,82.048,81.365,81.59,116738,0
2015-10-27T20:00:00,81.574,81.633,80.226,80.699,135494,0
2015-10-28T20:00:00,80.713,81.111,80.26,81.099,139701,0
2015-10-29T20:00:00,81.17,81.935,81.032,81.71,152060,0
2015-10-31T20:00:00,81.209,81.567,81.198,81.548,13627,0
2015-11-01T19:00:00,81.541,81.712,81.178,81.579,122454,0
2015-11-02T19:00:00,81.599,81.857,80.528,80.643,120380,0
2015-11-03T19:00:00,80.659,80.8,79.892,80.052,120117,0
2015-11-04T19:00:00,80.065,80.841,79.965,80.392,120705,0
2015-11-05T19:00:00,80.391,80.748,79.941,80.323,125027,0
2015-11-07T19:00:00,80.379,80.56,80.348,80.487,6828,0
2015-11-08T19:00:00,80.497,81.058,80.345,80.419,96900,0
2015-11-09T19:00:00,80.433,80.701,80.121,80.592,112398,0
2015-11-10T19:00:00,80.59,80.938,80.403,80.424,99396,0
2015-11-11T19:00:00,80.453,80.783,79.919,80.251,120072,0
2015-11-12T19:00:00,80.239,80.356,79.831,80.143,102754,0
2015-11-14T19:00:00,80.057,80.114,79.78,79.893,8099,0
2015-11-15T19:00:00,79.906,80.319,79.601,79.897,96253,0
2015-11-16T19:00:00,79.897,79.977,79.541,79.934,93666,0
2015-11-17T19:00:00,79.928,80.382,79.442,80.167,96044,0
2015-11-18T19:00:00,80.157,80.837,80.134,80.598,112323,0
2015-11-19T19:00:00,80.604,81.16,80.476,80.54,99255,0
2015-11-21T19:00:00,80.577,80.607,80.373,80.39,5463,0
2015-11-22T19:00:00,80.409,80.427,79.943,80.016,89004,0
2015-11-23T19:00:00,80.018,80.414,79.666,80.315,87800,0
2015-11-24T19:00:00,80.313,80.767,80.249,80.646,97859,0
2015-11-25T19:00:00,80.645,80.848,80.383,80.608,81405,0
2015-11-26T19:00:00,80.596,80.679,79.967,80.175,73390,0
2015-11-28T19:00:00,80.254,80.258,80.051,80.115,4431,0
2015-11-29T19:00:00,80.126,81.349,79.971,81.251,76704,0
2015-11-30T19:00:00,81.244,82.134,81.218,81.97,114875,0
2015-12-01T19:00:00,81.979,82.146,81.679,81.837,115680,0
2015-12-02T19:00:00,81.842,82.287,81.385,81.884,139902,0
2015-12-03T19:00:00,81.906,83.362,81.757,83.026,128543,0
