2020-01-13,Monday,1.13936,1.14313,1.13057,1.13359,0.01256,Bearish,2020,1,1,3,0,1.14313,1.13057,1.12743,1.12429,1.118,1.10946,1.14715,1.14746,1.10946,True,True,True,True,True,,Metric,Value,EUR/USD Rate,Oil Benchmark
2020-01-20,Monday,1.14715,1.1496,1.14141,1.14329,0.0082,Bearish,2020,1,1,4,0,1.1496,1.14141,1.13936,1.13731,1.13321,1.12764,1.15223,1.15351,1.12764,True,True,True,True,True,,Total Sessions,999,,
2020-01-27,Monday,1.12528,1.12858,1.11758,1.11708,0.011,Bearish,2020,1,1,5,0,1.12858,1.11758,1.11483,1.11208,1.10658,1.0991,1.1321,1.13259,1.10658,True,True,True,False,False,,,,,
2020-02-03,Monday,1.13644,1.14168,1.13419,1.1413,0.0075,Bullish,2020,1,2,6,0,1.13419,1.14168,1.14356,1.14543,1.14918,1.15428,1.13179,1.15428,1.13054,True,True,True,True,True,,Fib -25% Hit,0,0,0.9822
2020-02-10,Monday,1.12757,1.12988,1.12657,1.12824,0.00331,Bullish,2020,1,2,7,0,1.12657,1.12988,1.13071,1.13153,1.13319,1.13543,1.12552,1.13543,1.12528,True,True,True,True,False,,Fib -50% Hit,0,0,0.9644
2020-02-17,Monday,1.12205,1.12966,1.11879,1.12857,0.01087,Bullish,2020,1,2,8,0,1.11879,1.12966,1.13238,1.13509,1.14053,1.14792,1.11531,1.13808,1.11527,True,False,False,False,True,,Fib -100% Hit,0,0,
2020-02-24,Monday,1.13341,1.13724,1.13177,1.13486,0.00547,Bullish,2020,1,2,9,0,1.13177,1.13724,1.13861,1.13998,1.14272,1.14644,1.13002,1.14644,1.13053,True,True,True,True,False,,Fib -168% Hit,0,0,
2020-03-02,Monday,1.13271,1.13672,1.13099,1.13461,0.00573,Bullish,2020,1,3,10,0,1.13099,1.13672,1.13815,1.13958,1.14245,1.14634,1.12916,1.14634,1.12916,True,True,True,True,True,,Fib +132% Violated,0,0,0.7153
2020-03-09,Monday,1.14004,1.14152,1.13658,1.13781,0.00494,Bearish,2020,1,3,11,0,1.14152,1.13658,1.13534,1.13411,1.13163,1.12827,1.1431,1.1431,1.12827,True,True,True,True,True,,,,,
2020-03-16,Monday,1.13693,1.138,1.13442,1.13564,0.00358,Bearish,2020,1,3,12,0,1.138,1.13442,1.13352,1.13263,1.13084,1.1284,1.13915,1.13915,1.1284,True,True,True,True,True,,,,,
2020-03-23,Monday,1.13427,1.13925,1.12265,1.12336,0.0166,Bearish,2020,1,3,13,0,1.13925,1.12265,1.1185,1.11435,1.10605,1.09476,1.14456,1.14575,1.09476,True,True,True,True,False,,,,,
2020-03-30,Monday,1.13226,1.13393,1.12835,1.13041,0.00558,Bearish,2020,1,3,14,0,1.13393,1.12835,1.12696,1.12556,1.12277,1.11898,1.13572,1.1363,1.11898,True,True,True,True,False,,,,,
2020-04-06,Monday,1.13765,1.14547,1.1343,1.14609,0.01117,Bullish,2020,2,4,15,0,1.1343,1.14547,1.14827,1.15106,1.15665,1.16425,1.13072,1.16425,1.13023,True,True,True,True,True,,,,,
2020-04-13,Monday,1.13067,1.13405,1.12278,1.12263,0.01127,Bearish,2020,2,4,16,0,1.13405,1.12278,1.11996,1.11715,1.11151,1.10385,1.13766,1.13918,1.10385,True,True,True,True,True,,,,,
2020-04-20,Monday,1.12984,1.13315,1.12843,1.13275,0.00472,Bullish,2020,2,4,17,0,1.12843,1.13315,1.13433,1.13551,1.13787,1.14108,1.12692,1.14108,1.12661,True,True,True,True,False,,,,,
2020-04-27,Monday,1.14415,1.14864,1.13369,1.13892,0.01495,Bearish,2020,2,4,18,0,1.14864,1.13369,1.12995,1.12621,1.11874,1.10857,1.15342,1.15599,1.10857,True,True,True,True,True,,,,,
2020-05-04,Monday,1.13188,1.1361,1.13007,1.1341,0.00603,Bullish,2020,2,5,19,0,1.13007,1.1361,1.13761,1.13912,1.14213,1.14623,1.12814,1.14623,1.12814,True,True,True,True,True,,,,,
2020-05-11,Monday,1.1336,1.13642,1.12701,1.13064,0.00941,Bearish,2020,2,5,20,0,1.13642,1.12701,1.12466,1.1223,1.1176,1.1112,1.13944,1.13944,1.1188,True,True,False,False,True,,,,,
2020-05-18,Monday,1.14286,1.14419,1.13977,1.1406,0.00442,Bearish,2020,2,5,21,0,1.14419,1.13977,1.13866,1.13755,1.13534,1.13233,1.1456,1.14594,1.13233,True,True,True,True,False,,,,,
2020-05-25,Monday,1.13729,1.16018,1.12749,1.15161,0.03269,Bullish,2020,2,5,22,0,1.12749,1.16018,1.16835,1.17652,1.19286,1.21509,1.11703,1.21509,1.11703,True,True,True,True,True,,,,,
2020-06-01,Monday,1.1403,1.14445,1.13852,1.14442,0.00593,Bullish,2020,2,6,23,0,1.13852,1.14445,1.14594,1.14742,1.15039,1.15443,1.13662,1.15443,1.13662,True,True,True,True,True,,,,,
2020-06-08,Monday,1.14971,1.1541,1.13947,1.13827,0.01463,Bearish,2020,2,6,24,0,1.1541,1.13947,1.13581,1.13215,1.12483,1.11488,1.15878,1.15878,1.11488,True,True,True,True,True,,,,,
2020-06-15,Monday,1.13088,1.13516,1.12089,1.12654,0.01427,Bearish,2020,2,6,25,0,1.13516,1.12089,1.11732,1.11375,1.10661,1.09691,1.13973,1.13802,1.10591,True,True,True,False,False,,,,,
2020-06-22,Monday,1.13719,1.1446,1.13402,1.14032,0.01058,Bullish,2020,2,6,26,0,1.13402,1.1446,1.14724,1.14989,1.15518,1.16237,1.13064,1.15351,1.13064,True,True,False,False,True,,,,,
2020-06-29,Monday,1.11819,1.12467,1.11541,1.121,0.00926,Bullish,2020,2,6,27,0,1.11541,1.12467,1.12698,1.1293,1.13393,1.14022,1.11245,1.14022,1.1122,True,True,True,True,True,,,,,
